"rowid","content","content_clean","label","hashtags_count","mentions_count","url_count","content_length","vocab_richness","n_capital_letters","n_punctuation_marks","n_curses","unique_words","total_words","numbers_count","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive","afinn_sentiment","verbs","adjectives","nouns"
7901,"Im just glad im gon be paid to sit on my ass lol","im just glad im gon be paid to sit on my ass lol","0",0,0,0,48,1,1,0,1,12,13,0,0,1,0,0,1,0,0,0,1,1,2,3,1,1
7902,"im meh about the whole thing. I love sari and all  but there's not much give a damn left about drama in me after wow.","im meh about the whole thing i love sari and all but theres not much give a damn left about drama in me after wow","0",0,0,0,117,0.96,1,3,0,24,25,0,1,0,1,0,1,0,0,0,1,1,3,3,2,5
7903,"im not saying that i hate you or anything  i'm maybe just a tad... whats the word im looking for... hmm  jealous? Congrats! :)","im not saying that i hate you or anything im maybe just a tad whats the word im looking for hmm jealous congrats","0",0,0,0,126,0.958333333333333,1,11,0,21,23,0,2,0,2,1,0,1,0,1,2,1,-3,3,1,3
7904,"im not that crippled  in gym we were laying on our stomachs and some fat kid landed on my upright foot and it hurts like a mofo","im not that crippled in gym we were laying on our stomachs and some fat kid landed on my upright foot and it hurts like a mofo","1",0,0,0,127,0.925925925925926,0,0,1,25,27,0,0,0,1,0,0,2,0,1,2,2,0,3,3,5
7905,"Im pretty damn goood actually....lol.....how u doin?","im pretty damn g d actuallylolhow u doin","0",0,0,0,52,1,1,10,0,8,8,0,1,1,1,0,1,0,0,1,1,1,-3,1,0,1
7906,"im replacing it with Britney Spears - Circus. I doubt that sucks anywhere near as much as 808's or plies.","im replacing it with britney spears circus i doubt that sucks anywhere near as much as s or plies","0",0,0,0,105,0.95,4,4,0,18,19,1,0,0,0,1,0,1,0,1,1,0,-4,2,1,5
7907,"im sad there's only 15 more minutes left! i hate how it shows only once a week lol","im sad theres only more minutes left i hate how it shows only once a week lol","1",0,0,0,82,0.944444444444444,0,2,0,16,17,1,1,0,1,1,0,1,0,0,1,0,-2,2,3,3
7908,"im sorry bro. Fuck that bitch.","im sorry bro fuck that bitch","0",0,0,0,30,1,1,2,0,6,6,0,1,0,1,1,0,1,0,0,1,0,-10,1,2,2
7909,"Im watching it now...Ice is like an old uncle who can still rap and tear that ass up lyrically","im watching it nowice is like an old uncle who can still rap and tear that ass up lyrically","0",0,0,0,94,1,2,3,1,19,19,0,0,0,0,0,0,0,0,0,1,0,-2,3,1,3
7910,"im way excited to see notorious.  i hope they dont fuck it up.  as long as its as good as eight mile  it will be a good movie.","im way excited to see notorious i hope they dont fuck it up as long as its as good as eight mile it will be a good movie","0",0,0,0,126,0.821428571428571,0,3,1,23,28,0,0,4,0,0,3,0,3,3,0,3,5,3,4,3
7911,"IMA ROUNDHOUSE KICK U IN UR FISCAL POLICY IF U FUCK WITH MY ABILITY TO PRINT TEH MONEEZ  MOFO!","ima roundhouse kick u in ur fiscal policy if u fuck with my ability to print teh moneez mofo","0",0,0,0,94,0.947368421052632,19,1,0,18,19,0,1,0,0,0,0,0,0,1,1,1,-2,2,2,7
7912,"images don't always speak for what they should. I hate violence. I really do. I hope things will be 'peaceful' one day.","images dont always speak for what they should i hate violence i really do i hope things will be peaceful one day","0",0,0,0,119,0.909090909090909,3,7,0,20,22,0,2,2,1,2,2,2,2,2,2,2,-2,3,1,4
7913,"imma be as nice as possible alrite. talisa how the fuck do I kno? do I watch da disney channel' ? uhh. . noo nigga lol","imma be as nice as possible alrite talisa how the fuck do i kno do i watch da disney channel uhh noo nigga lol","0",0,0,0,118,0.884615384615385,2,6,2,21,24,0,0,1,0,1,0,0,0,0,0,0,2,1,3,6
7914,"immortal? invincible  privileged  all-powerful  above-da-law  I-am-da-law  da ends justify da means  I don't give a fuck I'm IT...","immortal invincible privileged allpowerful abovedalaw iamdalaw da ends justify da means i dont give a fuck im it","1",0,0,0,130,0.944444444444444,4,12,1,17,18,0,0,0,0,0,1,0,0,1,0,2,2,4,6,4
7915,"In Ala-God-Damn-Bama  that would be Bidness Skool  right?","in alagoddamnbama that would be bidness skool right","1",0,0,0,57,1,7,4,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
7916,"in Brit's Freakshow  doesn't it sound like she says ""i'm about to shave my ass?"" she really says ""i'm about 2 shake my ass""","in brits freakshow doesnt it sound like she says im about to shave my ass she really says im about shake my ass","0",0,0,0,123,0.791666666666667,2,9,0,17,23,1,0,0,0,0,0,0,0,0,1,0,-6,5,0,3
7917,"In case it's not obvious  the rabbit  glasses and ass are not phone-cam pix.","in case its not obvious the rabbit glasses and ass are not phonecam pix","0",0,0,0,76,0.928571428571429,1,3,1,13,14,0,0,0,0,1,0,1,0,1,2,1,-4,0,1,6
7918,"in London  I hate thee :( ENJOY YOURSELVES!!! &lt;33333","in london i hate thee enjoy yourselves lt","0",0,0,0,55,1,4,7,0,8,8,1,1,1,1,1,1,1,0,1,1,1,-1,2,0,1
7919,"In my next life  I'm coming back as a nerd. Guaranteed. LOL.","in my next life im coming back as a nerd guaranteed lol","0",0,0,0,60,1,4,4,0,12,12,0,0,1,0,0,0,0,0,0,0,0,3,2,1,2
7920,"In order not to piss off anyone w/ crappy weather  I'll just say it does NOT feel like xmas/hanukkah in these parts either.","in order not to piss off anyone w crappy weather ill just say it does not feel like xmashanukkah in these parts either","0",0,0,0,123,1,3,4,0,21,23,0,1,0,1,1,0,1,0,0,1,0,-4,3,1,4
7921,"in other news  y'all gonna make me get back online just to see this lookin' ass kitty vid. *shakes fist*","in other news yall gonna make me get back online just to see this lookin ass kitty vid shakes fist","0",0,0,0,104,1,0,5,1,20,20,0,0,0,0,0,0,0,0,0,1,0,-4,4,2,6
7922,"in soviet russia  youtube bitch meet YOU","in soviet russia youtube bitch meet you","0",0,0,0,40,1,1,0,1,7,7,0,1,0,1,1,0,1,0,0,1,0,-5,1,1,1
7923,"In the same boat as you lady...hate the anticipation!","in the same boat as you ladyhate the anticipation","0",0,0,0,53,0.888888888888889,1,4,0,8,9,0,0,1,0,0,0,0,0,0,0,0,1,1,1,2
7924,"in time for when I travel and the train company still refused to let me travel. The fucking wankers.","in time for when i travel and the train company still refused to let me travel the fucking wankers","1",0,0,0,100,1,2,2,1,17,19,0,0,1,0,0,0,1,0,0,1,0,-6,4,0,5
7925,"In WOMANIZER? I know I just saw it for the first time. She is fucking hot again. Goodness. ""I'm a Slave for you"" = Hottest","in womanizer i know i just saw it for the first time she is fucking hot again goodness im a slave for you hottest","0",0,0,0,122,0.92,9,7,1,22,24,0,2,2,0,1,1,1,1,1,1,1,-1,3,3,4
7926,"Initial rkn was there's also fat and maybe a smidge of protein  but then I realized you were talking about _that_ Milky Way.","initial rkn was theres also fat and maybe a smidge of protein but then i realized you were talking about that milky way","0",0,0,0,124,1,4,4,0,23,23,0,0,0,1,0,0,1,0,0,1,0,0,2,3,4
7927,"Injections don't work in Vista? I tried in XP  didn't work there either  crazy bug or something :(. Damn you C++ Win32 API!","injections dont work in vista i tried in xp didnt work there either crazy bug or something damn you c win api","1",0,0,0,123,0.91304347826087,8,7,0,20,22,0,2,0,2,2,0,1,0,0,3,0,-2,4,1,5
7928,"interesting concept but I agree with @couture freak i don't think that's beneficial to u.","interesting concept but i agree with couture freak i dont think thats beneficial to u","0",0,1,0,89,1,1,4,0,14,15,0,0,0,0,0,0,0,0,0,0,3,3,2,2,4
7929,"Internet was down  couldn't get back to you. 10 day forecast: http://is.gd/clbJ   don't hate me. I think it's going to be sunny","internet was down couldnt get back to you day forecast dont hate me i think its going to be sunny","0",0,0,0,127,0.954545454545455,2,11,0,19,20,1,1,2,1,1,1,1,1,1,1,1,-3,5,1,2
7930,"Investing is hard  losing money is too damn easy. I should write a book.","investing is hard losing money is too damn easy i should write a book","0",0,0,0,72,0.928571428571429,2,2,0,13,14,0,3,1,1,0,1,1,1,1,2,1,-7,2,2,3
7931,"iphones are overrated. everyone i know who has the g1 loves it. also i hate typing on an iphone. you should hold both before","iphones are overrated everyone i know who has the g loves it also i hate typing on an iphone you should hold both before","0",0,0,0,124,0.958333333333333,0,3,0,23,24,0,1,0,1,1,0,1,0,0,1,0,-3,7,0,3
7932,"Is ""heavy hitler"" sort of like ""fat elvis""?","is heavy hitler sort of like fat elvis","1",0,0,0,43,1,1,5,0,8,8,0,0,0,1,0,0,1,0,0,1,0,2,0,1,3
7933,"is a cock-measuring dirrrty DM whore.","is a cockmeasuring di ty dm whore","0",0,0,0,37,1,1,2,0,7,7,0,0,0,1,0,0,0,0,0,1,0,-4,0,0,5
7934,"is a dirty dirty DM whore. Retweet. Please.","is a dirty dirty dm whore retweet please","0",0,0,0,43,0.875,3,3,0,7,8,0,0,0,2,0,0,0,0,0,2,0,-7,0,2,2
7935,"is a long-ass dinner a good thing?","is a longass dinner a good thing","0",0,0,0,34,0.857142857142857,0,2,0,6,7,0,0,1,0,0,1,0,1,1,0,2,3,0,1,3
7936,"is actually up to twit? the fuck. . .","is actually up to twit the fuck","0",0,0,0,37,0.888888888888889,0,4,0,7,7,0,0,0,0,0,0,0,0,0,0,0,-4,1,1,1
7937,"is crowded. Damn.","is crowded damn","0",0,0,0,17,1,1,2,0,3,3,0,1,0,1,0,0,0,0,0,1,0,-4,0,1,1
7938,"is het -5?! fuck..","is het fuck","1",0,0,0,18,1,0,5,0,3,3,1,0,0,0,0,0,0,0,0,0,0,-4,0,0,2
7939,"is it really called Gay Movie? is it pron?","is it really called gay movie is it pron","0",0,0,0,42,0.777777777777778,2,2,0,7,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
7940,"Is it too far of a stretch to just say that buying DRM'd music sucks?  Amazon sells mp3s too  y'know.","is it too far of a stretch to just say that buying drmd music sucks amazon sells mp s too yknow","0",0,0,0,101,0.95,3,4,0,20,21,0,0,0,0,0,1,1,0,0,0,1,-3,2,1,5
7941,"is it? damn then id say hrmm...iono gah!","is it damn then id say hrmmiono gah","0",0,0,0,40,1,0,5,0,8,8,0,1,0,1,0,0,0,0,0,1,0,-4,1,0,2
7942,"Is like putting Lipstick on a Pig!  You were perogued! LIVE WITH IT! #canadawest","is like putting lipstick on a pig you were perogued live with it canadawest","1",1,0,0,80,1,7,4,0,14,14,0,0,0,1,0,0,0,0,0,1,0,2,3,2,2
7943,"is nibbling my ass while i sleep. i'm into it.","is nibbling my ass while i sleep im into it","0",0,0,0,46,1,0,3,1,10,10,0,0,0,0,0,0,0,0,0,1,0,-4,2,0,1
7944,"is officially too gay to function!","is officially too gay to function","1",0,0,0,34,1,0,1,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
7945,"is ok. Just funning you cause I hate your face. &lt;3","is ok just funning you cause i hate your face lt","0",0,0,0,53,1,2,4,0,11,11,1,1,0,1,1,0,1,0,0,1,0,-3,2,1,2
7946,"is picking on me and my love / hate with google.","is picking on me and my love hate with google","0",0,0,0,48,1,0,2,0,10,10,0,1,0,1,1,1,1,0,0,1,1,0,2,0,1
7947,"is Rosario still dating Dame Dash? saw her n Olivers Stones Alexander..she stuck out like a stripper at a male gay bar..literally","is rosario still dating dame dash saw her n olivers stones alexandershe stuck out like a stripper at a male gay barliterally","0",0,0,0,129,0.954545454545455,6,5,1,21,22,0,1,0,1,0,0,0,0,1,0,1,0,3,1,7
7948,"Is someone a bit of a twitter control freak?","is someone a bit of a twitter control freak","0",0,0,0,44,0.888888888888889,1,1,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
7949,"is spreading hate and mistruths...somebody school him #gaza","is spreading hate and mistruthssomebody school him gaza","0",1,0,0,59,1,0,4,0,8,8,0,1,0,1,1,0,1,0,1,1,0,-3,1,0,3
7950,"Is that a monkey in your pants...or are you just fucking crazy?","is that a monkey in your pantsor are you just fucking crazy","0",0,0,0,63,1,1,4,1,12,12,0,1,0,0,1,0,1,0,0,1,0,-6,2,1,2
7951,"is that what's happening? we are freezing here in socal office too. i applaud the plan  but hate the execution.","is that whats happening we are freezing here in socal office too i applaud the plan but hate the execution","0",0,0,0,111,0.95,0,4,0,19,20,0,2,1,1,2,0,2,0,1,3,0,-1,5,1,3
7952,"Is that your real name?? That sounds like a character from a Dick Tracy novel... LOL. Both tho  recognized the name and pic","is that your real name that sounds like a character from a dick tracy novel lol both tho recognized the name and pic","0",0,0,0,123,0.956521739130435,6,6,0,20,23,0,0,0,0,0,0,0,0,1,0,1,3,3,1,7
7953,"is there a good way to NOT copy formatting in text? Or strip out formatting? I hate that about OS X apps.","is there a good way to not copy formatting in text or strip out formatting i hate that about os x apps","0",0,0,0,105,1,5,3,0,21,22,0,1,1,1,1,1,2,1,1,3,1,0,5,1,5
7954,"is totally kicking my ass. If I'd known he was so smart about life  I would have started going to him for $5 therapy...","is totally kicking my ass if id known he was so smart about life i would have started going to him for therapy","0",0,0,0,119,1,3,5,0,23,23,1,1,0,0,0,0,0,0,0,1,0,-3,4,1,4
7955,"Is Truculence his band's name?  That is BAD ASS.  It would make a great rockabilly band name  too.","is truculence his bands name that is bad ass it would make a great rockabilly band name too","0",0,0,0,98,1,6,4,0,16,18,0,1,0,1,1,0,1,0,0,2,0,-4,2,2,6
7956,"Is Windows Live now a Facebook wannabe? http://tinyurl.com/6py66j","is windows live now a facebook wannabe py j","0",0,0,0,65,1,4,6,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3
7957,"Isn't lovely? Fuck You Penguin FTW.","isnt lovely fuck you penguin ftw","0",0,0,0,35,1,5,3,0,6,6,0,0,1,0,0,1,1,1,1,0,1,2,1,1,1
7958,"Isn't that the evil show about the witch and her husband and the large group of gnomes?  (I hate watching TV at my sister's.)","isnt that the evil show about the witch and her husband and the large group of gnomes i hate watching tv at my sisters","0",0,0,0,125,0.875,3,6,0,21,24,0,3,0,3,3,0,2,0,1,3,0,-6,3,1,7
7959,"Isn't the blanket recall happening because all Irish pig farmers use the same tainted pig food products?","isnt the blanket recall happening because all irish pig farmers use the same tainted pig food products","0",0,0,0,104,0.882352941176471,2,2,0,15,17,0,0,0,1,0,1,0,0,2,1,1,0,2,3,7
7960,"Israelis to Spanish FM ... Kiss my ass.","israelis to spanish fm kiss my ass","1",0,0,0,39,1,4,4,0,7,7,0,0,1,0,0,1,0,1,0,1,1,-2,1,0,4
7961,"it'll be GREAT for them  I know. Just sucks to have to miss them and worry about them for that long.","itll be great for them i know just sucks to have to miss them and worry about them for that long","0",0,0,0,100,0.80952380952381,3,3,0,17,21,0,0,2,0,1,0,1,0,0,1,0,-5,5,2,0
7962,"It's 09 and Life's still a bitch..... Haha","its and lifes still a bitch haha","0",0,0,0,42,1,3,7,0,7,7,1,1,0,1,1,0,1,0,0,1,0,-2,1,0,1
7963,"It's 53 here and supposed to be 25 by noon. Talk about a drop in tempature. The wind was howling all night. I hate winter!","its here and supposed to be by noon talk about a drop in tempature the wind was howling all night i hate winter","0",0,0,0,122,1,4,5,0,23,23,2,1,0,1,1,0,1,0,0,1,1,-4,3,0,7
7964,"it's 60 degrees out here 2day..2days ago it was 20..global warmings a bitch.. Lol","its degrees out here day days ago it was global warmings a bitch lol","0",0,0,0,81,1,1,7,0,14,14,2,1,0,1,1,0,1,0,0,1,0,-2,1,1,4
7965,"It's a bitch and a half  but worth it.","its a bitch and a half but worth it","0",0,0,0,38,0.888888888888889,1,2,1,8,9,0,1,0,1,1,0,1,0,0,1,1,-3,0,1,2
7966,"it's a board game: http://tinyurl.com/8fv8hh - the instructions were so damn complex  that i missed a whole bunch of stuff","its a board game fv hh the instructions were so damn complex that i missed a whole bunch of stuff","0",0,0,0,122,0.95,0,8,0,19,20,0,1,2,1,0,0,0,0,1,1,0,-6,2,2,5
7967,"it's a damn sight better than that 'mercy' BS","its a damn sight better than that mercy bs","0",0,0,0,45,1,1,3,0,9,9,0,1,0,1,0,0,0,0,0,1,1,0,0,1,4
7968,"It's a FABULOUS idea!  I wanna play it tonight!  I say we do it in gdocs and then post it later  but Im a porn whore apparently.","its a fabulous idea i wanna play it tonight i say we do it in gdocs and then post it later but im a porn whore apparently","0",0,0,0,128,0.851851851851852,5,4,2,23,27,0,0,0,2,0,0,0,0,0,2,0,0,5,1,4
7969,"it's a murphy's law type show. Like oh my god  it can't get worse... oh damn  it just did  lol. I feel for the guy  lol","its a murphys law type show like oh my god it cant get worse oh damn it just did lol i feel for the guy lol","0",0,0,0,119,0.923076923076923,2,8,0,23,26,0,1,1,1,2,1,1,0,3,2,1,2,3,1,4
7970,"It's a necessary part of growth to shed the fat that was piled on during the boon of th 80s. #hhrs #tcot","its a necessary part of growth to shed the fat that was piled on during the boon of th s hhrs tcot","0",2,0,0,104,0.909090909090909,1,4,0,20,22,0,0,0,1,0,0,1,0,0,2,2,2,2,1,7
7971,"it's actually a cool phone  great feel  good size  nice keyboard. Not sure if I'm staying with my Touch or changing. Hate decisions!","its actually a cool phone great feel good size nice keyboard not sure if im staying with my touch or changing hate decisions","0",0,0,0,132,1,4,5,0,23,23,0,1,1,1,1,1,1,1,1,1,2,7,3,5,6
7972,"it's all about a heightened sense of self worth...if we did nothing but simple bullshit tasks all day  what would we bitch about","its all about a heightened sense of self worthif we did nothing but simple bullshit tasks all day what would we bitch about","0",0,0,0,128,0.869565217391304,0,4,1,20,23,0,1,0,1,1,0,1,0,0,1,1,-9,3,1,6
7973,"it's all about filtering. In addition to being less fat  my main 09 resolution is to be mindful about how I spend attention.","its all about filtering in addition to being less fat my main resolution is to be mindful about how i spend attention","0",0,0,0,124,0.91304347826087,2,3,0,20,22,1,0,0,1,0,0,1,0,0,1,3,0,3,3,3
7974,"it's all about you cool cats down in the DLC. I just don't understand people who hate their jobs cause mine is so great :)","its all about you cool cats down in the dlc i just dont understand people who hate their jobs cause mine is so great","0",0,0,0,122,1,2,5,0,24,24,0,1,0,1,1,0,1,0,0,1,1,1,2,2,4
7975,"It's all fat free on Christmas. See? Santa also gave me Denial for Christmas.","its all fat free on christmas see santa also gave me denial for christmas","0",0,0,0,77,0.928571428571429,6,4,0,13,14,0,0,0,1,0,0,1,0,0,2,0,1,2,2,1
7976,"It's always too early for Dick Vitale.","its always too early for dick vitale","0",0,0,0,38,1,3,2,0,7,7,0,0,0,0,0,0,0,0,0,0,0,-4,0,1,1
7977,"It's damn boring. Stay away from that movie and watch The Day The Earth Stood Still instead!","its damn boring stay away from that movie and watch the day the earth stood still instead","0",0,0,0,92,0.941176470588235,8,3,0,16,17,0,1,1,1,1,0,0,0,0,2,0,-7,3,1,4
7978,"It's damn near lunch time for you if you were up at 4:30a.m. don't you think?","its damn near lunch time for you if you were up at am dont you think","0",0,0,0,77,0.875,1,6,0,14,16,1,1,1,1,0,0,0,0,0,1,0,-4,1,0,4
7979,"It's dry with fruit tones. Used to HATE anything but Clicquot before I tried Korbel Natural...","its dry with fruit tones used to hate anything but clicquot before i tried korbel natural","0",0,0,0,94,1,7,5,0,16,16,0,1,0,1,1,0,1,0,0,1,0,-2,4,1,4
7980,"it's emo because you used a razor. An explained joke isn't funny. :(","its emo because you used a razor an explained joke isnt funny","1",0,0,0,68,1,1,6,0,12,12,0,0,0,0,1,0,0,0,0,1,0,6,1,2,3
7981,"It's even better when each time you call Trimet  the miles stay THE FUCKING SAME. Grr...","its even better when each time you call trimet the miles stay the fucking same grr","0",0,0,0,88,1,6,5,0,15,16,0,0,1,0,0,0,0,0,0,0,0,-2,3,1,3
7982,"It's fucking brilliant  is what I think.","its fucking brilliant is what i think","0",0,0,0,40,1,2,2,1,7,7,0,0,1,0,0,1,0,0,1,0,1,0,1,0,2
7983,"it's fucking retarded hope that helps","its fucking retarded hope that helps","0",0,0,0,37,1,0,1,1,6,6,0,0,1,0,0,1,0,1,1,0,1,-2,2,1,1
7984,"It's good for what ails ye! I used to hate vegemite as a kid. Now though  on hot buttered toast... nomnom indeed!","its good for what ails ye i used to hate vegemite as a kid now though on hot buttered toast nomnom indeed","0",0,0,0,113,1,3,7,0,22,22,0,2,1,1,1,2,1,1,1,1,2,0,4,2,4
7985,"it's good to have Dick Clark on TV. It may be some people's first or only interaction with someone who has had a stroke.","its good to have dick clark on tv it may be some peoples first or only interaction with someone who has had a stroke","0",0,0,0,120,1,4,4,0,24,24,0,0,1,0,1,1,1,1,1,1,1,-1,2,1,6
7986,"It's good to know that even people within Marvel hate Gambit.  It gives me hope.","its good to know that even people within marvel hate gambit it gives me hope","0",0,0,0,80,1,4,3,0,15,15,0,1,2,1,1,2,1,3,2,1,3,5,2,1,5
7987,"It's got a core of uranium  some damn thing  I don't know. Gets up there like Sputnik.","its got a core of uranium some damn thing i dont know gets up there like sputnik","1",0,0,0,86,1,4,4,0,17,17,0,1,0,1,0,0,0,0,0,1,1,-2,4,0,5
7988,"it's hot here...78deg w/ no wind.  Damn hot hawaiian days :(","its hot here deg w no wind damn hot hawaiian days","0",0,0,0,60,0.909090909090909,1,8,0,10,11,0,2,0,1,0,0,0,0,0,1,0,-5,0,3,3
7989,"It's just crazy. This boy is fucking up my sleep schedule. Probably why I don't mind too much. ;)","its just crazy this boy is fucking up my sleep schedule probably why i dont mind too much","1",0,0,0,97,1,4,7,1,18,18,0,1,0,1,1,0,1,0,0,2,0,-6,3,0,3
7990,"It's just not fucking normal. It's not.","its just not fucking normal its not","0",0,0,0,39,0.857142857142857,2,4,1,5,7,0,0,0,0,0,0,0,0,0,0,0,-4,1,1,0
7991,"It's just painful/sad to watch. I want to be all ""Aw  good for him!"" but in reality  I'm like ""OH FUCKING GOD MAKE IT STOP.""","its just painfulsad to watch i want to be all aw good for him but in reality im like oh fucking god make it stop","0",0,0,0,124,0.96,10,10,0,24,25,0,0,3,0,2,2,0,1,2,0,2,2,7,1,1
7992,"It's just so damn cute. even the ghosties that KILL YOU OVER AND OVER AND OVER AND OVER.... *ahem* are cute.","its just so damn cute even the ghosties that kill you over and over and over and over ahem are cute","0",0,0,0,108,0.761904761904762,10,9,0,15,21,0,1,0,1,1,0,1,0,0,2,1,-3,1,2,1
7993,"It's kinda like ""2% milk."" Sounds great! Only 2% fat! But whole milk is 3.5% fat. Oh  not such a big deal anymore.","its kinda like milk sounds great only fat but whole milk is fat oh not such a big deal anymore","0",0,0,0,114,1,5,12,0,18,20,4,0,1,1,0,1,1,1,1,1,1,6,1,5,4
7994,"It's latent hate over the fact that my bucs suck.","its latent hate over the fact that my bucs suck","0",0,0,0,49,1,1,2,0,10,10,0,2,1,2,1,0,1,1,1,3,0,-6,1,1,3
7995,"it's not a bad coffee shop overall  just the one in the market sucks.  Slow service in a poor location for traffic.","its not a bad coffee shop overall just the one in the market sucks slow service in a poor location for traffic","0",0,0,0,115,0.863636363636364,1,3,0,19,22,0,1,0,1,1,0,1,0,0,1,0,-8,1,3,7
7996,"it's not dumb  if it werent for videorecording  there would be no ""FUCKING BIRTHDAY"" videoclip from @bgdrummerboy34 's party","its not dumb if it werent for videorecording there would be no fucking birthday videoclip from bgdrummerboy s party","0",0,1,0,124,1,2,5,0,19,19,0,0,1,0,0,1,0,1,0,1,1,-8,3,1,4
7997,"it's not of anything  you cant copy in art lol  its based on a lot of things  its just my own... And thats why it sucks lol","its not of anything you cant copy in art lol its based on a lot of things its just my own and thats why it sucks lol","0",0,0,0,123,0.888888888888889,1,4,0,23,27,0,0,1,0,0,1,1,1,0,1,1,3,4,1,4
7998,"It's pretty damn similar  that (bass?) guitar part  at least. I owe you something nice for this  btw.","its pretty damn similar that bass guitar part at least i owe you something nice for this btw","0",0,0,0,101,1,2,6,0,18,18,0,1,1,1,0,1,0,0,1,1,1,0,1,2,4
7999,"IT'S SNOWING IN FL!  A CHRISTMAS MIRACLE!  AND LOOK  A PIG JUST FLEW BY THE FROSTY WINDOW!  :)","its snowing in fl a christmas miracle and look a pig just flew by the frosty window","0",0,0,0,94,0.944444444444444,18,6,0,16,17,0,0,1,1,0,1,0,1,1,1,1,4,3,1,3
8000,"it's so depressing.  I HATE valentines anyway. What is the equivalent 'Bah Humbug' to valentines?","its so depressing i hate valentines anyway what is the equivalent bah humbug to valentines","0",0,0,0,97,1,5,6,0,14,15,0,2,0,3,1,0,3,0,0,3,0,-5,2,1,4
8001,"IT'S SO FUCKING CUTE","its so fucking cute","0",0,0,0,20,1,5,1,0,4,4,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,0
8002,"it's stupid for me to be upset over  really. fuck.","its stupid for me to be upset over really fuck","0",0,0,0,50,1,0,3,0,10,10,0,1,0,0,0,0,1,0,0,2,0,-8,1,1,1
8003,"it's the damn music  ugh  terrible!","its the damn music ugh terrible","1",0,0,0,35,1,0,2,0,6,6,0,2,0,2,1,1,2,0,0,2,1,-7,0,1,2
8004,"it's the season for it....damn u satan","its the season for itdamn u satan","0",0,0,0,38,1,0,5,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8005,"it's their attempt at an instant messaging product  and it sucks.","its their attempt at an instant messaging product and it sucks","0",0,0,0,65,1,0,2,0,11,11,0,0,1,0,0,0,0,0,0,0,0,-3,1,1,3
8006,"It's....hmmmm....unislamic  unkosher and full of animal fat. ewww I'm still grossed out.","itsh unislamic unkosher and full of animal fat e im still grossed out","0",0,0,0,88,1,2,12,0,13,13,0,0,0,1,0,0,1,0,0,1,1,0,1,3,4
8007,"it actually goes off the gay years scale! But thanksfully  us gays stop ageing at 27!","it actually goes off the gay years scale but thanksfully us gays stop ageing at","0",0,0,0,85,1,1,2,2,15,15,1,0,0,0,0,0,0,0,0,0,0,-1,4,1,2
8008,"it always gets back 2 college football trash talk doesn't it? why can't we all just hate the USCtrojans and leave it there?","it always gets back college football trash talk doesnt it why cant we all just hate the usctrojans and leave it there","0",0,0,0,123,0.956521739130435,1,4,0,20,22,1,1,1,2,1,1,3,1,0,3,2,-4,4,0,5
8009,"it back safely...misssed this damn weather.  I think it may be too cold to go on my date  yo...","it back safelymi ed this damn weather i think it may be too cold to go on my date yo","0",0,0,0,95,0.947368421052632,1,7,0,19,20,0,1,0,1,0,0,0,0,0,2,0,-4,3,1,4
8010,"It completely kicked my ass. Many of my bits are quite tender today.","it completely kicked my ass many of my bits are quite tender today","0",0,0,0,68,0.923076923076923,2,2,0,12,13,0,0,0,0,0,1,0,0,1,1,2,-2,1,2,3
8011,"It could be pig's lips from a garbage bag! Perk up  buttercup!","it could be pigs lips from a garbage bag perk up buttercup","1",0,0,0,62,1,2,3,0,12,12,0,0,0,1,0,0,0,0,0,1,1,0,1,0,5
8012,"It did  then my fucking dad turned it off. I just don't think it likes your movies. I was tryin to watch Nanny Diaries.","it did then my fucking dad turned it off i just dont think it likes your movies i was tryin to watch nanny diaries","1",0,0,0,119,0.916666666666667,5,4,1,21,24,0,0,1,0,1,0,0,0,0,0,0,-2,5,3,3
8013,"It even stopped between floors and alarm was going off. Some dude finally helped me. It was damn funny.","it even stopped between floors and alarm was going off some dude finally helped me it was damn funny","0",0,0,0,103,0.894736842105263,3,3,0,17,19,0,1,1,2,1,1,0,2,1,2,1,-3,3,1,3
8014,"it goes... Everyone at my office is sick this morning ... I have a feeling it's just gonna be me.. Damn my immune system!","it goes everyone at my office is sick this morning i have a feeling its just gonna be me damn my immune system","0",0,0,0,121,0.958333333333333,3,10,0,22,23,0,2,1,3,1,1,2,1,2,3,1,-4,3,2,4
8015,"It happens. My body fat is down to 11.2% - so it's time to hit the weights again.","it happens my body fat is down to so its time to hit the weights again","0",0,0,0,81,0.944444444444444,2,6,0,15,16,2,1,1,1,0,0,1,0,0,2,0,0,2,0,4
8016,"It happens. Sucks when it does though that is for sure. Glad you aren't steaming. You'll have a better day tomorrow.","it happens sucks when it does though that is for sure glad you arent steaming youll have a better day tomorrow","0",0,0,0,116,1,4,6,0,20,21,0,0,2,0,0,1,0,0,0,0,1,2,3,4,4
